Category,Conductivity (MSm-1),Density (g cm-3),Specific Conductivity (kS m2/kg),Electrical Anisotropy,Alignment figure of merit,Alignment method,Alignment FWHM,FWHM type,Raman G:D,Raman wavelength,(10^-12)*G:D λ^4,Doped or Acid Exposure (Yes/ No),Tensile Strength (MPa),Specific Strength (N/Tex),Young's Modulus (GPa),Uber Parameter,Specific Uber Parameter,CNT Diameter (nm),Plottable CNT Diameter (nm),Date Entered and Checked,Notes,Year,Production Process,Post Process,Intentionally added intercalation dope,Host Conductivity (MSm-1),Sorted Status,Bulk Fiber Diameter (microns),G Peak Position (cm-1),Thermal Conductivity (W/(m K)),T Star (K),R value at lowest temp,R value at 4.2 K,R value at 10 K,R value at 77 K,R value at 300 K,R(300K)/R(4.2K),R(300K)/R(10K),Reference,Log Conductivity,Log Density,Log Specific Conductivity,Log Tensile Strength,Log Specific Strength,Log Youngs Modulus,Log Raman G:D Ratio,Log Raman (10^-12)*G:D λ^4,Log CNT Diameter,Log Fiber Diameter,Log Thermal Conductivity,Log (R(300K)/R(4.2)),Log (R(300K)/R(10)),Log Host Conductivity,Ampacity Measurement Config,Medium 1,Substrate,Absolute I max (mA),Absolute J max (A/m2),Specific J max (mA/tex),Absolute J failure (A/m2,Specific J failure (mA/tex),Breakdown Temp (oC),Medium 2,Substrate 2,Absolute I max (mA).1,Absolute J max (A/m2).1,Specific J max (mA/tex).1,Absolute J failure (A/m2.1,Specific J failure (mA/tex).1,Probe separation for Electrical conductivity (microns),Probe separation for Ampacity (microns),Notes on ampacity,Substrate for ampacity (Yes/No),Notes on substrate,Log (Jmax in Air (A/m2)),Log (Jmax in Vacuum(A/m2)),Bulk fibre diameter (nm),Log (Bulk fibre diameter (nm)),Effective diameter for ampacity (nm),Log (Effective diameter for ampacity (nm)),Notes on diameter,Category 2,Diameter Regime,Log (Probe separation for ampacity (microns)),Probe separation regime
Unaligned Few-wall CNTs,0.03215,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,28.57143,532,2.28865,Yes,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200511,Doped,2019.0,Buckypaper,Doped,Iodonium salts,0.02434,Unsorted ,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2019 Convenient but powerful method to dope single wall carbon nanotube films with iodium salts ,-1.4927987772,,,,,,1.4559319556,0.3595784848,,,,,,-1.6136126829,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,CNT,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
Aligned Few-wall CNTs,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,24.6,Raman G peak anisotropy,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,No,Not Reported/ Can not calculate,1.14000,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200510,,2019.0,Floating Catalyst,As-is,,,Unsorted,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2019 Direct spinning and densification method for high-performance carbon nanotube fibers,,,,,0.0569048513,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,CNT,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
Aligned Few-wall CNTs,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,35.1,Raman G peak anisotropy,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,No,Not Reported/ Can not calculate,2.20000,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200510,,2019.0,Floating Catalyst,As-is,,,Unsorted,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2019 Direct spinning and densification method for high-performance carbon nanotube fibers,,,,,0.3424226808,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,CNT,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
Aligned Few-wall CNTs,1.78111,0.99682,1.78680,Not Reported/ Can not calculate,38.84,Raman G peak anisotropy,Not Reported/ Can not calculate,Not Reported/ Can not calculate,5.23000,Not Reported/ Can not calculate,,No,2192.99363,2.20000,Not Reported/ Can not calculate,3905.96191,3.93096,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200510,,2019.0,Floating Catalyst,As-is,,,Unsorted,Not Reported/ Can not calculate,1575.50000,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2019 Direct spinning and densification method for high-performance carbon nanotube fibers,0.2506906333,-0.0013853105,0.2520759438,3.3410373703,0.3424226808,,0.7185016889,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,CNT,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
Aligned Few-wall CNTs,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.73890,Not Reported/ Can not calculate,74.41,Raman G peak anisotropy,Not Reported/ Can not calculate,Not Reported/ Can not calculate,11.60000,Not Reported/ Can not calculate,,No,Not Reported/ Can not calculate,2.12000,Not Reported/ Can not calculate,Not Reported/ Can not calculate,3.68647,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200510,,2019.0,Floating Catalyst,As-is,,,Unsorted,Not Reported/ Can not calculate,1582.60000,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2019 Direct spinning and densification method for high-performance carbon nanotube fibers,,,0.2402746075,,0.3263358609,,1.0644579892,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,CNT,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
Aligned Few-wall CNTs,1.47665,0.70000,2.10950,Not Reported/ Can not calculate,28.01,Raman G peak anisotropy,Not Reported/ Can not calculate,Not Reported/ Can not calculate,17.25000,Not Reported/ Can not calculate,,No,1470.00000,2.10000,33.81000,2170.67550,4.42995,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200510,,2019.0,Floating Catalyst,As-is,,,Unsorted,Not Reported/ Can not calculate,1575.50000,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2019 Direct spinning and densification method for high-performance carbon nanotube fibers,0.1692775697,-0.15490196,0.3241795297,3.1673173347,0.3222192947,1.5290451708,1.2367890994,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,CNT,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
Aligned Few-wall CNTs,1.67717,1.20064,1.39690,Not Reported/ Can not calculate,60.02,Raman G peak anisotropy,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Yes,3301.75159,2.75000,Not Reported/ Can not calculate,5537.59788,3.84148,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200510,,2019.0,Floating Catalyst,CSA stretched,,,Unsorted,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2019 Direct spinning and densification method for high-performance carbon nanotube fibers,0.2245770195,0.0794117021,0.1451653174,3.518744396,0.4393326938,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,CNT,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
Aligned Few-wall CNTs,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.52340,Not Reported/ Can not calculate,107.03,Raman G peak anisotropy,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Yes,Not Reported/ Can not calculate,3.88000,Not Reported/ Can not calculate,Not Reported/ Can not calculate,5.91079,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200510,,2019.0,Floating Catalyst,CSA stretched,,,Unsorted,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2019 Direct spinning and densification method for high-performance carbon nanotube fibers,,,0.1828139513,,0.5888317256,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,CNT,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
Aligned Few-wall CNTs,2.49909,1.10000,2.27190,Not Reported/ Can not calculate,65.31,Raman G peak anisotropy,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Yes,4488.00000,4.08000,206.25000,11215.91592,9.26935,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200510,,2019.0,Floating Catalyst,CSA stretched,,,Unsorted,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2019 Direct spinning and densification method for high-performance carbon nanotube fibers,0.3977818967,0.0413926852,0.3563892115,3.6520528482,0.6106601631,2.3143939572,,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,CNT,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
Aligned Few-wall CNTs,Not Reported/ Can not calculate,0.55197,Not Reported/ Can not calculate,Not Reported/ Can not calculate,4.54945054945054,Raman G peak anisotropy,Not Reported/ Can not calculate,Not Reported/ Can not calculate,11.60000,Not Reported/ Can not calculate,,No,1275.54358,2.31091,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200510,,2019.0,Floating Catalyst,As-is,,,Unsorted,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2019 Direct spinning and densification method for high-performance carbon nanotube fibers,,-0.2580881679,,3.1056953011,0.363783469,,1.0644579892,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,CNT,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
Aligned Few-wall CNTs,Not Reported/ Can not calculate,1.00001,Not Reported/ Can not calculate,Not Reported/ Can not calculate,3.71428571428571,Raman G peak anisotropy,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Yes,2770.26878,2.77024,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200510,,2019.0,Floating Catalyst,CSA stretched,,,Unsorted,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2019 Direct spinning and densification method for high-performance carbon nanotube fibers,,4.7921e-06,,3.4425219078,0.4425171157,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,CNT,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
Aligned Few-wall CNTs,Not Reported/ Can not calculate,1.09929,Not Reported/ Can not calculate,Not Reported/ Can not calculate,6.39560439560439,Raman G peak anisotropy,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Yes,3616.33543,3.28971,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200510,,2019.0,Floating Catalyst,CSA stretched,,,Unsorted,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2019 Direct spinning and densification method for high-performance carbon nanotube fibers,,0.0411110397,,3.5582687059,0.5171576663,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,CNT,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
Aligned Few-wall CNTs,Not Reported/ Can not calculate,1.09672,Not Reported/ Can not calculate,Not Reported/ Can not calculate,8.28571428571428,Raman G peak anisotropy,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Yes,3886.90760,3.54413,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200510,,2019.0,Floating Catalyst,CSA stretched,,,Unsorted,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2019 Direct spinning and densification method for high-performance carbon nanotube fibers,,0.0400941277,,3.5896042169,0.5495100892,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,CNT,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
Aligned Few-wall CNTs,Not Reported/ Can not calculate,0.55271,Not Reported/ Can not calculate,Not Reported/ Can not calculate,4.53403141361256,Raman G peak anisotropy,Not Reported/ Can not calculate,Not Reported/ Can not calculate,11.60000,Not Reported/ Can not calculate,,No,1275.51677,2.30775,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200510,,2019.0,Floating Catalyst,As-is,,,Unsorted,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2019 Direct spinning and densification method for high-performance carbon nanotube fibers,,-0.2575020151,,3.1056861714,0.3631881865,,1.0644579892,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,CNT,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
Aligned Few-wall CNTs,Not Reported/ Can not calculate,0.80873,Not Reported/ Can not calculate,Not Reported/ Can not calculate,5.74869109947643,Raman G peak anisotropy,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Yes,2620.07187,3.23972,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200510,,2019.0,Floating Catalyst,CSA stretched,,,Unsorted,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2019 Direct spinning and densification method for high-performance carbon nanotube fibers,,-0.0921937937,,3.418313205,0.5105069986,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,CNT,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
Aligned Few-wall CNTs,Not Reported/ Can not calculate,1.09789,Not Reported/ Can not calculate,Not Reported/ Can not calculate,8.31413612565444,Raman G peak anisotropy,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Yes,3871.27152,3.52610,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200510,,2019.0,Floating Catalyst,CSA stretched,,,Unsorted,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2019 Direct spinning and densification method for high-performance carbon nanotube fibers,,0.0405594489,,3.5878536324,0.5472941834,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,CNT,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
Aligned Few-wall CNTs,Not Reported/ Can not calculate,1.00000,Not Reported/ Can not calculate,Not Reported/ Can not calculate,8.42931937172774,Raman G peak anisotropy,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Yes,3255.52431,3.25552,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200510,,2019.0,Floating Catalyst,CSA stretched,,,Unsorted,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2019 Direct spinning and densification method for high-performance carbon nanotube fibers,,-0.0,,3.5126209431,0.5126209431,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,CNT,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
Aligned Few-wall CNTs,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.59500,Not Reported/ Can not calculate,15,Raman G peak anisotropy,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,No,Not Reported/ Can not calculate,1.60000,Not Reported/ Can not calculate,Not Reported/ Can not calculate,2.55200,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200511,,2019.0,Floating Catalyst,"CSA stretched, vacuum bake",,,Unsorted,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2019 Extreme stretching of high G:D ratio carbon nanotube fibers using super-acid,,,0.2027606874,,0.2041199827,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,CNT,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
Aligned Few-wall CNTs,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.34400,Not Reported/ Can not calculate,15,Raman G peak anisotropy,Not Reported/ Can not calculate,Not Reported/ Can not calculate,32.80000,785,12.45525,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200511,,2019.0,Floating Catalyst,"CSA stretched, vacuum bake",,,Unsorted,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2019 Extreme stretching of high G:D ratio carbon nanotube fibers using super-acid,,,0.1283992687,,,,1.5158738437,1.0953524707,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,CNT,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
Aligned Few-wall CNTs,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.01474,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,No,Not Reported/ Can not calculate,1.44310,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.46437,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200719,,2019.0,Floating Catalyst,"CSA Stetched, Vacuum baked",,,Unsorted,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2019 Extreme stretching of high G:D ratio carbon nanotube fibers using super-acid,,,0.0063534286,,0.1592974644,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,,,,,,,Not Reported/ Can not calculate,,,CNT,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
Aligned Few-wall CNTs,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.24211,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,No,Not Reported/ Can not calculate,1.23621,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.53550,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200719,,2019.0,Floating Catalyst,"CSA Stetched, Vacuum baked",,,Unsorted,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2019 Extreme stretching of high G:D ratio carbon nanotube fibers using super-acid,,,0.094158402,,0.0920911621,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,,,,,,,Not Reported/ Can not calculate,,,CNT,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
Aligned Few-wall CNTs,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.13474,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,No,Not Reported/ Can not calculate,1.28506,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.45820,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200719,,2019.0,Floating Catalyst,"CSA Stetched, Vacuum baked",,,Unsorted,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2019 Extreme stretching of high G:D ratio carbon nanotube fibers using super-acid,,,0.0548951556,,0.1089225509,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,,,,,,,Not Reported/ Can not calculate,,,CNT,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
Aligned Few-wall CNTs,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.27789,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,No,Not Reported/ Can not calculate,1.12414,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.43653,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200719,,2019.0,Floating Catalyst,"CSA Stetched, Vacuum baked",,,Unsorted,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2019 Extreme stretching of high G:D ratio carbon nanotube fibers using super-acid,,,0.1064950815,,0.0508196022,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,,,,,,,Not Reported/ Can not calculate,,,CNT,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
